INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE
509,4206,0,30,4,12,58248,0,25,21760,7,9533,1,4,17
510,1069,0,35,2,16,26127,150058,42,23690,1,9633,3,8,1
511,8331,0,46,0,11,43651,128478,25,15250,4,6391,3,4,1
512,5141,0,58,0,0,0,0,9,7300,1,0,0,4,1
514,4541,3,38,3,14,60854,,27,29170,6,0,0,4,
515,5101,0,41,0,,0,78794,43,12450,15,0,0,1,11
516,1479,0,24,0,8,40245,98218,34,7920,7,1836,1,9,8
517,5015,0,38,0,,69530,224447,44,5200,1,48188,3,4,7
518,1682,0,34,3,14,54208,194465,49,17200,1,0,0,4,1
520,2664,0,54,0,0,0,0,49,6900,14,0,0,0,13
523,7055,0,51,0,6,50049,0,49,12820,6,0,0,0,1
524,1102,0,32,1,13,57583,213828,36,15950,4,4365,3,1,9
525,3440,0,45,3,15,7680,0,49,2270,1,0,0,5,5
526,5175,0,27,1,,40202,172177,18,4200,9,3045,1,2,
527,2850,0,43,0,,49533,255386,20,7110,4,0,0,0,1
528,3193,0,41,0,11,69638,216395,45,12560,1,0,0,0,19
529,3764,0,50,0,8,34928,0,27,12700,4,22345,2,0,13
530,3310,0,24,2,12,11215,0,32,5020,4,1122,4,8,8
531,4704,0,28,1,9,20852,123109,5,6390,1,8413,2,3,1
532,845,0,28,3,13,38460,135988,49,18640,1,0,0,0,
533,5297,0,37,0,11,48737,224515,32,5200,10,0,0,6,
534,2719,0,58,0,,8191,,33,1500,9,8786,2,2,16
535,1911,0,45,1,12,91347,301304,37,17130,7,0,0,0,14
536,61678,0,42,0,7,76034,0,39,11880,1,0,0,0,5
537,3143,0,42,0,10,34760,,22,24060,4,5608,2,5,6
538,3348,0,37,0,12,42797,0,31,27140,1,0,0,1,9
539,9467,0,37,0,12,14024,64600,26,15820,4,5697,4,2,6
540,1729,0,34,0,7,18211,0,20,6720,4,3050,2,3,1
541,2912,0,25,2,12,47996,159776,5,8800,7,0,0,3,9
542,3107,0,41,0,8,95166,306407,57,21690,6,11742,3,6,8
543,159,0,56,0,13,40355,192566,10,2690,6,0,0,0,1
544,1200,0,60,0,13,54710,190364,6,17100,1,0,0,2,
546,3235,0,57,2,0,0,82024,14,1500,6,8694,3,1,5
547,3027,0,47,0,0,0,52929,52,6430,1,8376,1,6,12
548,3766,1,39,2,11,10666,0,10,5600,1,0,0,2,6
550,8714,0,38,2,14,57684,189247,22,5300,10,5892,2,0,17
552,6407,0,22,1,8,18632,0,21,10800,10,0,0,3,1
553,378,0,37,3,16,6398,109751,39,5840,1,6247,4,4,12
554,3424,0,41,0,8,54289,0,45,6960,8,10823,3,0,14
555,3731,0,39,1,15,30804,159351,39,13140,9,5101,3,6,7
558,7042,0,56,0,8,56111,,61,14180,4,3387,2,1,10
561,2275,0,41,0,11,71303,213841,31,12730,1,6984,2,2,8
562,616,0,66,0,8,20443,164510,40,1500,7,3331,1,6,1
563,13277,1,55,1,12,5821,0,31,11130,3,0,0,0,7
564,19745,0,43,0,0,0,,32,14530,1,8894,3,0,12
565,5320,1,41,1,12,61618,211160,25,13220,1,0,0,4,8
567,4127,0,35,2,14,29250,159239,45,9170,11,1881,1,8,7
568,7939,0,35,0,8,20950,129612,38,7960,7,5002,1,0,1
570,6879,0,32,2,13,34368,142365,48,7640,17,0,0,2,1
571,2052,0,59,0,13,61159,208072,37,19210,6,45254,2,9,13
572,5818,0,44,0,11,33056,171068,51,19120,3,0,0,0,1
574,1691,0,47,0,10,38027,0,40,6300,7,34506,3,5,1
575,13491,0,35,2,0,0,0,5,8920,6,6031,2,3,5
576,3274,0,30,4,0,0,,32,5080,7,7784,1,2,6
577,39687,0,37,0,11,23338,152954,24,7530,7,6566,2,0,5
580,32614,0,63,0,13,74789,0,37,15280,6,2487,1,8,19
581,7135,0,46,0,13,65075,0,33,12610,1,5219,3,5,11
583,1290,0,37,0,12,64563,225995,24,7960,3,0,0,0,12
584,3633,0,42,0,10,21670,0,27,9800,6,5229,2,6,1
585,4266,0,49,0,13,32589,169057,56,17380,6,0,0,0,4
586,1875,1,38,2,0,0,0,60,5300,4,0,0,0,4
587,4739,0,27,1,9,8408,54880,45,19900,4,0,0,3,6
588,20509,0,59,1,11,65456,0,35,17890,1,0,0,0,7
589,2786,0,46,0,11,71667,0,53,15340,1,0,0,0,12
590,313,1,37,4,16,74246,237469,40,11940,10,5326,2,2,14
591,4975,0,34,3,14,113195,296393,57,4900,10,0,0,0,16
592,9540,0,54,0,14,80227,247045,23,14920,1,0,0,2,11
593,1957,2,44,3,0,,132038,39,5900,6,0,0,3,1
594,3261,0,40,0,11,53899,,16,14080,7,0,0,1,1
595,2855,0,38,0,10,26006,0,42,5300,1,8342,1,0,8
597,3369,1,44,1,9,20638,0,19,3560,6,0,0,0,7
600,3000,1,40,2,15,30324,0,27,11590,1,0,0,5,6
601,3044,1,42,1,11,4480,0,50,1950,1,30089,1,4,1
603,5459,0,50,0,13,63799,0,43,16050,1,3754,1,3,1
604,6123,0,41,0,,16108,0,34,25010,6,39315,1,0,9
606,3570,0,46,0,10,35678,,73,12610,14,0,0,0,8
607,4373,0,57,0,12,100769,0,31,11580,6,6712,1,4,12
608,2950,0,51,0,11,51605,0,41,15100,4,30605,1,5,7
609,706,0,39,1,13,77889,217053,44,9290,6,0,0,0,10
610,16798,0,42,0,12,31093,159141,9,13550,10,5029,3,2,5
611,5275,0,59,0,13,63969,187263,42,16210,4,4733,3,11,1
612,5641,4,45,5,0,0,0,38,7920,6,5288,2,3,
613,1338,0,41,0,13,39645,150503,48,20800,14,0,0,0,5
614,2907,1,60,2,15,151225,416062,46,10560,6,0,0,3,13
615,2934,0,35,3,12,20986,0,37,7100,11,0,0,2,
616,5118,2,36,2,9,69434,230609,49,3860,4,3367,2,0,7
618,2166,0,60,2,15,3005,125809,5,11640,17,0,0,0,1
620,774,0,50,0,13,68194,0,69,13920,4,3800,2,2,10
621,6332,1,37,3,13,91450,284853,47,10650,1,27439,2,3,1
622,3554,0,52,0,11,56582,0,47,21460,13,1606,2,1,6
623,3388,1,41,1,11,63989,212477,41,5600,1,37404,2,0,11
624,5146,2,37,2,13,141969,0,50,19400,3,0,0,3,16
625,2668,0,30,0,0,0,0,25,4500,1,2409,3,3,9
626,5349,0,51,0,14,175219,477999,22,6600,8,0,0,0,15
627,2532,0,36,2,,51969,221596,55,1500,16,3488,4,0,7
628,45191,0,59,0,10,,0,34,11600,6,0,0,0,1
629,5667,0,53,1,,31205,170358,27,12080,1,0,0,0,6
631,3036,0,46,0,11,68126,214584,52,12910,1,0,0,3,6
632,3110,0,26,3,0,0,50964,42,4100,1,2621,2,6,8
633,1453,3,40,3,12,47456,165012,36,25920,1,3402,1,0,5
635,5443,0,39,3,16,22626,60718,46,19950,1,6937,1,7,7
636,4847,1,43,1,8,199866,0,33,25510,6,0,0,1,15
637,773,1,38,1,6,,113408,52,7340,7,0,0,0,1
638,7485,1,34,4,14,58991,162309,61,5490,13,1423,1,0,
639,1347,0,51,0,7,141546,351285,18,29330,4,1184,2,4,
640,3034,0,35,2,8,47797,0,23,1500,6,41303,2,4,6
641,4271,0,43,0,,49021,177127,49,10700,1,0,0,2,1
642,6685,1,53,1,11,12824,0,48,16720,6,9851,3,8,10
644,6386,0,36,2,12,69546,186300,33,12050,1,5106,2,1,1
646,6208,0,54,0,12,27354,0,19,9640,1,0,0,2,9
648,4903,0,47,0,14,19779,96107,50,25250,4,0,0,2,1
650,4296,0,36,0,9,60847,211273,31,8560,4,6295,3,5,3
651,2777,0,39,0,11,57744,213239,45,11170,1,0,0,3,8
652,4298,0,52,0,10,5,0,38,6700,1,4824,3,0,11
653,2536,1,57,2,15,79053,,57,15110,7,3795,3,6,12
654,1009,0,41,3,12,48762,176946,26,28090,1,3996,2,4,12
655,5723,0,39,0,4,102052,237341,21,7020,6,0,0,1,16
659,2774,0,41,0,5,53293,0,46,6830,6,0,0,0,1
660,3997,0,26,2,13,989,0,24,4200,10,25081,2,3,1
661,8496,0,42,0,,7804,0,25,6480,1,4400,1,2,8
662,292,2,41,4,0,0,0,53,1500,6,1433,2,5,
663,6431,1,51,1,8,,253662,5,12430,1,9000,1,0,11
664,9388,2,38,2,0,0,0,22,5300,4,0,0,8,1
665,785,0,51,0,14,37098,,24,10310,7,9736,3,2,19
666,4229,0,31,0,5,11425,0,40,4780,3,2168,2,2,6
668,6767,3,40,4,10,147647,385798,12,28870,3,1449,2,3,25
669,6464,0,29,3,13,24365,0,9,6840,7,36744,1,2,1
670,6515,2,43,3,12,53073,213525,39,23100,10,5328,4,5,13
671,3840,0,35,0,10,71379,0,34,22010,10,31039,2,3,9
672,2527,0,49,0,13,37414,185993,32,10260,3,7105,2,9,1
673,19970,0,31,1,9,83316,239711,12,37720,6,0,0,5,1
674,6879,1,43,2,12,83803,285833,31,19050,7,1670,2,2,
675,1499,0,37,0,13,,143167,36,7550,6,0,0,0,1
676,3291,0,51,0,7,26114,0,36,9780,6,1867,2,0,8
677,6170,1,44,2,,63215,202136,9,12930,6,7746,1,5,10
678,4236,0,42,3,16,35586,125317,29,5060,10,24208,1,5,1
679,8107,0,27,3,11,14461,108046,30,9990,1,0,0,2,1
680,6111,0,44,3,15,,155178,39,15270,10,0,0,0,16
681,3514,1,37,3,6,29251,,37,22300,12,0,0,0,5
682,5342,1,60,1,7,102339,0,9,27420,10,0,0,8,11
683,5488,0,46,0,13,26412,140131,43,10060,1,8636,3,5,7
684,5027,0,37,2,14,83419,297024,33,9840,10,3771,3,3,1
685,3674,0,42,1,12,80130,231747,6,5700,4,34020,1,9,1
686,3180,0,46,0,11,98572,0,27,17020,1,4538,2,7,10
687,3439,1,37,2,13,80183,0,22,15500,4,8385,1,7,12
688,5430,0,22,0,0,0,0,22,3700,3,0,0,0,1
689,3736,0,60,0,0,0,108148,30,7500,4,8739,1,4,1
690,3140,0,49,0,10,43676,,22,10770,4,9230,1,3,7
691,4482,0,36,2,10,27370,0,25,13670,4,4318,1,3,7
694,243,0,47,0,7,69496,0,43,24310,10,0,0,0,
695,20883,0,49,0,10,41068,0,28,21130,6,7463,2,0,1
696,2610,0,45,1,9,51221,166715,51,16550,1,0,0,1,6
697,5692,0,32,1,11,6622,0,22,1500,6,0,0,0,7
701,2235,0,51,0,,104346,319207,33,24860,17,2131,1,3,1
702,1187,1,41,1,10,96166,241382,29,15220,1,0,0,1,8
703,295,0,56,0,9,47847,178445,49,11880,1,0,0,4,12
705,4550,0,31,1,11,38453,163602,9,17360,6,8153,1,8,1
706,3149,0,53,0,0,,0,48,41470,11,1797,3,4,13
710,7084,0,42,0,11,50009,0,64,17000,1,0,0,3,14
711,1131,0,52,0,12,37388,0,26,7310,4,19685,3,4,1
712,4361,0,45,0,10,61696,207862,43,18090,4,0,0,1,12
715,4446,0,27,1,12,22252,0,33,14070,1,0,0,1,7
717,3007,0,40,0,7,30631,0,50,11510,4,981,3,5,1
719,2551,0,57,0,10,28617,183202,40,17850,6,8579,2,5,7
720,1206,0,38,1,12,48793,0,34,4900,4,0,0,0,6
721,3748,0,25,2,12,26906,0,10,4000,1,23451,2,8,8
723,4519,0,50,0,7,72306,193868,57,14500,1,9583,1,0,12
724,39729,2,41,2,12,64957,209019,47,12100,5,6936,2,8,7
725,18461,0,52,0,0,0,0,41,6400,1,6966,4,5,11
726,1760,1,36,1,8,90886,0,46,30790,1,11692,1,1,17
727,4370,0,52,0,14,7356,0,20,3030,1,6796,2,0,7
728,3993,0,46,0,7,71869,246071,20,11180,17,4839,3,7,15
730,6804,0,53,0,12,72537,0,23,18880,1,0,0,3,1
732,8641,0,67,1,14,,219318,66,12690,1,21525,2,3,1
734,2091,0,34,1,0,0,0,22,10510,4,4422,3,9,1
735,2186,0,35,0,12,58310,0,33,8470,1,0,0,2,1
736,3404,0,41,0,11,,0,49,13070,6,2932,3,7,13
737,4267,0,44,0,,0,0,27,5900,4,0,0,2,11
738,8812,0,37,0,10,,0,21,8360,1,17775,2,0,11
739,2635,0,34,3,5,42025,138760,38,4900,1,0,0,0,9
740,1941,1,37,2,13,,0,62,16790,1,17919,2,7,
741,3501,0,46,0,12,24139,0,41,8510,4,0,0,4,1
742,4056,0,39,0,7,36141,0,27,15820,1,0,0,0,1
743,3846,0,47,0,12,40363,,36,11120,1,30981,2,2,1
744,6787,0,38,0,15,61749,138681,21,16800,6,1191,3,2,
745,4715,0,48,0,13,45819,161549,27,6080,6,25622,1,4,9
749,4052,0,37,2,12,35738,138610,46,12900,1,0,0,1,1
750,6932,2,42,2,8,57379,0,37,20040,1,0,0,2,1
751,3066,0,34,1,9,37364,173675,49,8640,8,43725,3,1,1
752,5453,1,49,1,12,128329,380183,44,23000,1,1448,2,6,18
754,2843,0,46,0,6,51624,209830,39,12850,1,5863,3,4,21
755,9117,0,27,1,11,27957,0,28,3770,1,5581,3,2,10
756,2641,0,47,0,13,,0,18,6880,6,0,0,0,1
758,1379,0,45,0,12,16082,,38,9580,4,4253,1,0,1
759,5525,0,41,0,11,21589,134865,55,25700,4,0,0,1,1
760,5745,0,41,0,8,60314,,9,9350,1,4265,1,2,10
761,13003,0,53,0,0,0,0,31,12530,6,2796,2,7,4
762,5185,2,58,3,18,9750,0,50,2480,1,3741,2,3,1
764,5013,0,36,0,11,34329,156793,56,8530,9,743,2,2,1
765,2519,0,39,0,12,33570,189197,44,7410,1,0,0,4,11
766,5150,1,37,2,8,95102,,32,22160,1,0,0,7,16
768,10106,0,54,0,14,40862,0,48,20400,7,0,0,0,17
769,5061,0,57,0,14,28629,191973,59,10060,6,4478,3,8,
770,3207,0,40,2,14,50401,149910,5,14340,10,7986,2,4,7
771,2489,0,52,0,11,84438,0,65,16940,1,0,0,1,17
772,1306,2,38,2,12,59395,209595,64,11240,1,0,0,0,10
773,2737,0,40,0,12,130381,324844,20,5500,3,7756,2,4,20
775,5387,0,41,0,0,0,83235,40,5600,1,5020,3,5,11
777,1155,2,40,2,13,65759,236449,53,12080,6,0,0,0,1
778,5867,0,33,2,0,0,0,32,5430,6,0,0,3,9
779,3455,0,36,0,11,39786,0,5,15960,4,19115,2,3,1
780,6855,0,55,0,14,17049,86562,28,8740,10,7153,1,4,5
781,854,0,34,1,11,62708,233154,48,18000,16,51345,3,1,1
782,4314,0,63,0,19,73121,259648,14,20840,13,0,0,0,17
783,5727,0,42,0,10,,51401,41,5800,7,8834,1,1,9
784,531,0,52,0,15,47042,191400,15,18070,6,0,0,3,9
785,23805,0,42,2,13,88995,0,45,25830,1,31687,2,2,10
786,2360,1,43,1,10,119341,338327,35,1500,1,0,0,1,15
787,6480,0,37,0,0,0,90224,29,29330,1,9512,2,1,1
789,5021,0,48,0,9,56910,,36,9430,6,1524,1,5,12
790,3857,0,53,0,13,140694,0,28,21750,9,0,0,0,17
791,2729,0,54,0,11,127589,0,58,20810,6,0,0,0,15
792,1076,1,39,3,0,0,0,39,6580,1,0,0,0,1
793,3257,0,46,0,9,,0,36,11910,1,9868,1,0,18
795,8876,3,39,3,14,44293,228387,37,9830,1,5957,3,6,
796,4896,0,51,0,12,101859,272958,48,13390,4,0,0,0,17
797,2517,0,55,0,13,33519,232836,61,14760,1,0,0,3,5
798,2513,3,42,3,12,24177,118852,42,21200,13,39717,3,4,1
800,4148,0,36,3,16,30033,107743,32,16310,10,0,0,0,12
801,1441,0,55,0,11,42304,0,24,31210,6,6978,2,4,1
802,6647,0,29,4,0,0,0,38,20570,4,0,0,2,9
804,14585,3,42,3,15,96752,274947,22,13860,10,0,0,0,13
805,7801,0,42,1,10,134520,342728,36,5700,1,2308,1,2,12
808,17001,0,17,0,6,40015,152243,50,23400,7,2047,2,7,1
809,3667,0,49,0,9,13394,0,37,21190,13,3653,3,0,5
810,16678,3,36,3,14,102147,270030,28,15310,4,6455,1,2,7
812,3005,0,31,0,8,67842,0,49,4600,7,0,0,0,1
813,3456,0,47,0,10,64777,237421,47,31120,4,23078,2,3,
814,3261,0,46,0,,57136,192619,55,11810,8,8446,1,7,8
815,6978,2,45,3,12,72738,0,52,15420,1,2448,3,8,1
817,2297,0,38,0,8,52506,210236,56,41570,3,10584,2,4,10
820,4234,0,34,1,12,91832,291888,37,24910,7,4317,1,1,5
821,9136,0,50,0,14,73277,205265,41,7230,6,13102,2,4,9
822,2854,0,51,0,0,,0,34,19630,4,6061,2,7,1
823,3585,0,41,2,14,53940,182684,32,24510,1,24295,1,3,1
824,1763,0,40,0,9,49182,186066,28,10420,4,0,0,0,13
825,3340,3,41,3,13,57371,153181,69,28600,1,1858,4,3,7
826,3365,0,60,1,13,144202,0,50,21970,6,40682,1,6,
827,4926,0,44,0,0,0,0,44,5900,4,33385,2,0,
828,3292,1,41,1,10,29020,0,45,18050,7,3728,1,8,
829,18323,0,31,1,12,22654,0,38,23250,1,0,0,2,6
830,978,0,51,0,10,65678,0,57,6600,6,0,0,0,1
832,73783,0,37,0,7,61790,0,32,21460,3,0,0,0,7
833,3901,0,48,0,15,134640,0,38,10000,4,0,0,3,23
834,980,0,30,2,0,0,0,55,4500,1,0,0,0,8
836,6003,1,43,2,11,96011,320017,39,22070,3,44668,1,0,4
838,5301,1,38,2,13,46061,0,39,18910,1,0,0,3,9
839,4389,3,43,3,15,69245,245316,16,3520,1,8167,2,5,
840,7136,0,45,3,0,0,63103,23,7640,1,0,0,0,1
842,4042,2,36,3,0,0,0,47,5100,9,7205,2,1,8
843,4930,1,42,1,10,58489,0,9,11550,6,43863,1,1,12
844,1030,0,53,0,12,189052,0,31,12550,3,2045,4,0,1
845,8363,0,33,1,10,23953,0,39,10650,8,32044,1,2,8
847,50818,1,38,2,13,39005,0,45,9200,4,3255,1,10,1
848,2877,0,31,1,10,16715,85406,32,6190,6,5900,1,7,1
849,5704,0,49,0,12,106161,282961,31,18020,1,0,0,0,16
850,5853,0,38,2,14,25570,0,49,13200,7,0,0,6,1
851,6035,0,57,0,11,77631,0,44,26180,7,3090,2,0,1
852,6156,0,40,0,11,67700,0,16,12270,10,5722,2,6,1
853,5252,0,34,4,,113522,,33,18420,1,7258,1,2,
854,4782,1,40,2,16,16641,0,32,22930,6,0,0,0,10
855,864,0,43,0,8,66613,197000,40,5800,5,6646,2,5,16
857,22285,0,33,3,0,0,0,19,15990,1,0,0,2,6
858,2729,0,22,1,0,0,53636,54,1500,18,0,0,0,1
859,1254,0,33,2,11,19894,156233,52,6790,10,16816,1,0,7
860,6726,1,43,2,11,77030,233339,5,22230,4,10064,2,0,21
864,3636,0,36,0,13,64755,244414,57,23420,4,3174,2,4,1
866,41077,0,50,0,9,41696,210765,23,24920,1,6902,1,6,11
867,4552,0,31,1,0,0,0,29,21390,1,0,0,0,1
868,2545,0,59,0,17,85596,276908,53,15960,1,0,0,0,14
869,3111,0,55,0,12,39833,156508,32,5480,12,8806,1,3,1
870,4298,0,51,0,14,15732,104143,45,1500,1,5379,3,7,12
872,2222,1,37,2,13,31212,155824,36,10100,1,11626,2,0,1
873,2037,1,53,2,,29080,143650,34,14650,3,0,0,0,1
874,4549,0,37,2,8,82971,240550,40,23710,1,0,0,2,13
875,6542,0,46,0,12,56006,190938,52,11700,6,712,1,6,8
876,3897,2,38,3,14,51620,0,50,10460,9,0,0,0,6
877,6113,0,55,0,13,35916,151830,31,17290,1,46761,1,6,5
878,4751,0,48,0,3,,0,47,20860,1,6038,1,8,12
882,2601,0,47,0,8,,186797,17,18400,9,0,0,1,9
883,7534,0,38,0,9,2726,0,51,1770,1,0,0,0,1
884,19867,0,52,0,12,112512,0,33,37550,3,0,0,2,14
886,45338,0,33,3,15,39662,,27,11470,3,2248,3,8,8
888,4974,2,45,3,7,,181752,38,19360,7,0,0,0,
889,8697,0,26,1,12,35262,0,25,15110,3,0,0,0,1
890,6255,0,57,0,0,,0,7,21550,3,42944,1,0,1
891,5143,1,40,2,11,27788,136672,60,9390,17,0,0,0,1
893,4813,0,37,0,11,22632,142769,56,19970,13,0,0,1,7
894,2827,1,38,2,0,0,0,24,5920,4,0,0,3,6
895,2424,2,39,3,,153236,0,27,5400,10,0,0,1,15
896,15562,0,50,0,13,34101,0,15,12580,4,0,0,0,4
897,4729,0,33,1,12,40990,151286,22,8900,6,0,0,0,1
899,7293,0,42,0,0,0,,12,4230,1,0,0,1,7
901,2524,2,43,3,16,99455,268736,45,15750,11,0,0,0,7
902,5388,0,29,1,13,25294,0,31,6930,3,9282,2,1,10
903,4364,0,56,0,14,35735,0,21,13760,6,0,0,5,5
905,3262,0,44,0,9,34408,169326,34,13460,1,7250,3,3,5
907,4506,0,41,0,13,87333,293661,35,18240,1,6863,1,1,1
908,3242,0,61,0,14,62378,181874,70,15570,1,3636,3,8,1
909,3246,0,30,3,12,26315,0,56,7130,1,0,0,3,1
911,3651,1,39,1,9,82791,0,5,20800,1,27444,1,7,9
914,6571,0,41,0,9,173557,450715,34,26570,1,0,0,0,15
915,3667,0,22,3,11,12825,105132,28,9610,6,2468,1,8,1
916,12072,0,57,0,8,43288,207205,71,11530,1,2333,4,7,9
917,4909,1,58,2,15,50762,0,19,31540,13,0,0,2,1
918,6581,0,51,0,,0,0,38,13070,10,7999,2,0,4
920,6597,0,32,1,11,42139,143454,50,22000,10,5396,2,2,7
921,2598,1,40,2,12,43489,0,44,5850,1,0,0,4,8
922,7407,0,45,0,10,57627,0,24,6000,3,0,0,6,1
923,2723,2,41,2,15,173572,447608,34,24180,1,10877,1,5,25
926,3807,0,33,0,10,101191,,33,11620,4,0,0,1,4
927,4018,1,38,1,12,90596,0,19,10560,1,0,0,0,
928,4805,0,73,0,14,164088,0,38,8800,9,3338,3,8,20
929,3146,0,31,2,13,33470,107174,54,4850,17,0,0,4,1
931,960,0,35,1,0,0,110883,50,5000,9,5456,3,2,9
932,28706,0,58,4,16,78397,,37,20790,7,0,0,2,18
933,1533,0,47,0,,50603,0,16,14670,1,0,0,2,1
934,4649,0,36,0,5,16034,0,42,7940,1,9459,1,1,1
935,1593,0,48,0,12,60281,,31,12090,6,10024,2,2,1
936,3329,0,27,1,13,123062,0,25,23590,1,4441,2,0,19
937,4017,2,43,3,14,31713,147621,16,26940,7,0,0,0,11
938,5982,0,54,0,0,0,0,40,6900,10,42642,1,2,1
939,3702,3,42,3,0,0,0,47,5800,1,0,0,1,11
942,1333,0,28,1,14,61941,196239,50,10490,6,41137,1,5,11
943,6290,0,59,0,14,119537,360697,26,48380,4,0,0,1,20
944,3237,0,49,0,13,123574,347009,53,31000,1,4344,2,0,14
945,26699,0,43,2,17,36179,121806,35,9420,17,1571,3,5,
947,6857,0,53,0,10,72291,0,9,14310,6,8013,1,5,18
948,3348,1,40,3,,0,58318,30,3440,3,6986,3,9,14
950,1850,0,55,0,8,149254,409592,64,21930,1,6413,2,5,19
952,24494,0,35,3,13,48386,138283,5,9840,11,38832,2,1,12
953,856,0,39,0,10,82598,0,39,5600,1,0,0,2,10
954,9663,0,67,0,13,97259,313615,17,27570,6,1451,4,5,1
955,5837,0,51,0,12,38724,159866,33,5370,7,0,0,1,9
956,1762,0,44,0,10,155143,368111,39,23630,1,8599,3,0,13
957,3375,0,52,0,4,46326,0,47,1500,10,8618,4,2,
958,3783,0,56,2,15,44022,0,41,14670,4,8818,2,0,13
959,1630,1,36,3,0,0,70259,31,6410,1,0,0,1,1
960,5567,0,46,0,9,35586,168624,40,6620,1,3627,1,8,1
961,1834,0,37,0,11,93766,0,17,7060,6,1757,2,6,6
963,2940,0,32,2,10,52466,187881,27,6750,7,582,3,3,10
964,5588,2,41,3,14,13393,125873,31,5600,3,1479,2,5,7
965,1042,0,29,1,12,142531,0,39,20040,7,5077,2,2,12
968,4436,0,33,1,,0,0,25,1500,6,6755,2,0,
969,1493,0,46,0,0,0,0,23,17380,4,0,0,3,1
970,3752,0,56,0,15,122772,362667,54,13800,6,0,0,0,
972,2002,0,53,0,9,30047,117269,28,9800,1,0,0,0,9
973,3742,0,37,0,12,50556,186221,37,6180,7,0,0,0,1
974,10145,0,47,0,,15996,148617,22,18000,4,4263,1,5,1
975,2921,0,45,2,13,46458,240926,41,14250,10,0,0,0,1
976,4376,0,47,0,8,36302,0,50,11170,10,2549,4,3,
977,4281,0,56,0,14,58247,190172,42,18150,1,1380,3,1,10
978,29613,0,45,0,13,48319,205802,34,10830,1,6170,2,4,10
979,1431,0,43,0,0,0,0,27,5990,7,0,0,0,1
980,2722,0,36,0,11,23372,0,15,7180,1,0,0,0,10
985,4276,2,59,2,15,134778,404248,41,26910,1,0,0,3,16
986,6050,0,42,3,17,24865,152293,35,8580,1,1143,1,4,7
987,1398,0,32,1,8,8659,0,43,14460,1,31073,1,0,1
988,3225,0,22,1,10,20646,0,68,5760,7,3409,2,11,10
991,4961,0,44,2,14,20676,148332,51,3570,1,0,0,0,9
993,3568,0,43,0,0,0,0,19,13890,1,1501,1,1,4
994,3501,2,42,3,15,96537,306515,39,15350,3,5734,1,0,1
997,1748,0,52,0,14,63482,226408,51,17280,6,0,0,4,18
999,755,0,30,0,10,27803,0,41,4500,1,6351,4,0,8
1000,3619,2,45,2,10,13544,0,25,9670,1,2412,2,0,
1002,39672,0,37,2,12,46661,164362,26,15120,3,2977,3,8,1
1003,3292,1,60,2,12,44830,187429,35,20040,4,6456,3,1,8
1004,32038,0,64,0,10,83033,275175,17,23620,1,0,0,0,
1005,3263,0,40,0,11,,0,6,5950,1,48010,2,3,5
1006,3091,0,45,3,15,12158,0,22,22410,3,3636,1,5,1
1009,44916,0,16,0,10,50100,158926,41,19430,1,0,0,2,7
1010,3158,0,33,4,14,21746,124207,41,15050,1,3246,2,1,2
1011,4052,0,49,0,0,0,0,23,11610,10,3996,1,5,1
1012,1145,0,52,0,10,43546,0,46,6700,1,0,0,0,1
1013,5064,0,38,3,17,77830,157793,58,8030,3,9937,3,0,11
1014,2557,0,36,1,13,39811,139551,22,16260,4,3416,4,3,4
1015,2474,0,39,3,12,69394,0,52,9720,1,0,0,0,13
1017,3499,0,50,0,14,,97670,50,10210,1,0,0,5,9
1018,6325,0,55,0,10,42680,205108,25,25430,21,4564,3,0,8
1019,5374,0,27,3,12,78418,224245,5,21860,1,4740,3,0,8
1020,4032,0,27,1,11,118870,0,33,32880,6,7861,2,0,16
1021,1870,0,48,0,14,64798,231016,37,12780,1,5244,1,5,10
1023,5250,0,52,0,9,87455,247728,11,26010,7,0,0,0,7
1024,5157,0,49,0,0,0,0,28,14900,1,0,0,2,11
1025,3336,0,42,0,13,,123721,17,9860,6,0,0,0,7
1026,2541,0,,2,0,,0,31,3180,11,25235,1,0,13
1028,2298,0,33,0,5,12067,119691,19,3870,6,3608,4,5,1
1029,3663,0,34,0,9,15363,0,27,18660,1,0,0,3,1
1030,4390,0,60,0,15,1007,0,24,10800,6,7378,1,4,4
1031,4412,0,35,0,9,46255,0,37,21180,4,8194,2,2,1
1034,2856,0,61,0,3,23111,198141,40,11380,1,0,0,5,1
1035,7865,3,43,4,10,71905,191685,19,19810,10,0,0,1,8
1036,1718,0,32,4,0,0,0,15,20430,4,0,0,1,1
1037,2357,0,32,2,11,21357,0,48,3640,3,8037,2,7,1
1038,5900,0,41,0,13,57615,181310,37,11360,1,0,0,6,9
1039,3642,1,45,2,8,48819,198108,17,19880,1,0,0,0,13
1040,3625,1,41,1,13,94116,263819,18,24650,15,0,0,3,14
1042,3752,0,57,3,19,95811,0,29,21100,1,0,0,2,17
1043,45987,0,45,0,14,35403,184059,44,9540,10,0,0,0,7
1044,878,0,47,0,11,85729,254068,33,10550,4,6730,2,0,16
1045,7628,2,39,2,13,25444,0,5,11950,10,0,0,5,1
1046,4036,0,31,1,3,19230,0,31,18250,6,2039,2,1,9
